Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Product Category,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
wmax-h-100---horizontal-with-base-hydropneumatic-tanks,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Blue Tank,,,,,2711023,7438.9088,,,continue,manual,122.13,295.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,1,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,lb,,106.2,,,draft
wmax-h-100---horizontal-with-base-hydropneumatic-tanks,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Tan Tank,,,,,2711044,7438.9088,,,continue,manual,135.79,328.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,118.08,,,draft
wmax-h-100---horizontal-with-base-hydropneumatic-tanks,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Green Tank,,,,,2711130,7438.9088,,,continue,manual,135.79,328.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-100 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 16.4<br><strong>Volume (Gal): </strong> 10.0<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,118.08,,,draft
wmax-h-215---horizontal-with-base-hydropneumatic-tanks,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Blue Tank,,,,,2711024,11113.004,,,continue,manual,195.41,472.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,1,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,lb,,169.92,,,draft
wmax-h-215---horizontal-with-base-hydropneumatic-tanks,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Tan Tank,,,,,2711045,11113.004,,,continue,manual,216.94,524.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,188.64,,,draft
wmax-h-215---horizontal-with-base-hydropneumatic-tanks,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Green Tank,,,,,2711131,11113.004,,,continue,manual,216.94,524.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-215 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 24.5<br><strong>Volume (Gal): </strong> 14.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,188.64,,,draft
wmax-h-220---horizontal-with-base-hydropneumatic-tanks,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Blue Tank,,,,,2711025,14741.74,,,continue,manual,257.09,621.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,1,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,lb,,223.56,,,draft
wmax-h-220---horizontal-with-base-hydropneumatic-tanks,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Tan Tank,,,,,2711046,14741.74,,,continue,manual,285.66,690.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,248.4,,,draft
wmax-h-220---horizontal-with-base-hydropneumatic-tanks,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Green Tank,,,,,2711132,14741.74,,,continue,manual,285.66,690.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-220 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 32.5<br><strong>Volume (Gal): </strong> 20.0<br><strong>Connection Size (NPTM): </strong> 1""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,,lb,,248.4,,,draft
wmax-h-45---horizontal-with-base-hydropneumatic-tanks,WMAX-H-45 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,"<p><strong>Model: </strong> WMAX-H-45 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 9.7<br><strong>Volume (Gal): </strong> 4.5<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Wilo - Hydropneumatic Tanks,"Wilo, Wilo - Horizontal with Base Hydropneumatic Tanks",FALSE,Tank,Blue Tank,,,,,2711021,4399.8424,,,continue,manual,88.6,214.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,1,WMAX-H-45 - Horizontal with Base Hydropneumatic Tanks -Wilo - Horizontal with Base Hydropneumatic Tanks,,WMAX-H-45 - Horizontal with Base Hydropneumatic Tanks - Wilo,"<p><strong>Model: </strong> WMAX-H-45 - Horizontal with Base Hydropneumatic Tanks<br><strong>Weight lbs: </strong> 9.7<br><strong>Volume (Gal): </strong> 4.5<br><strong>Connection Size (NPTM): </strong> ¾""<br></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Hydropneumatic_Tanks.png?v=1754305466,lb,,77.04,,,draft
