Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Product Category,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
helix-comp-v10-05-1-1-disc,HELIX COMP V10-05-1/1/DISC,"<p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-1~ 208-230V",FALSE,Voltage,1~ 208-230V,,,,,2703046,0,,,continue,manual,7263.63,17545.0,FALSE,TRUE,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,1,HELIX COMP V10-05-1/1/DISC,,Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC - Wilo Helix Complete with Disconnect Series 1~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC <p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7263.63 USD
Buy HELIX COMP V10-05-1/1/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,lb,,6316.2,,,draft
helix-comp-v10-05-1-1-disc,HELIX COMP V10-05-1/1/DISC,"<p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 208-230V",FALSE,Voltage,3~ 208-230V,,,,,2702867,0,,,continue,manual,7104.24,17160.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC - Wilo Helix Complete with Disconnect Series 3~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC <p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7104.24 USD
Buy HELIX COMP V10-05-1/1/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6177.6,,,draft
helix-comp-v10-05-1-1-disc,HELIX COMP V10-05-1/1/DISC,"<p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 460V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 460V",FALSE,Voltage,3~ 460V,,,,,2702927,0,,,continue,manual,6913.8,16700.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC - Wilo Helix Complete with Disconnect Series 3~ 460V,"Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC <p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 460V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 6913.8 USD
Buy HELIX COMP V10-05-1/1/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6012.0,,,draft
helix-comp-v10-05-1-1-disc,HELIX COMP V10-05-1/1/DISC,"<p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 575V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 575V",FALSE,Voltage,3~ 575V,,,,,2702986,0,,,continue,manual,7452.0,18000.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC - Wilo Helix Complete with Disconnect Series 3~ 575V,"Helix Complete with Disconnect HELIX COMP V10-05-1/1/DISC <p><strong>Model: </strong> HELIX COMP V10-05-1/1/DISC<br><strong>Voltage: </strong> 3~ 575V<br><strong>Power: </strong> 1.0 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7452.0 USD
Buy HELIX COMP V10-05-1/1/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6480.0,,,draft
helix-comp-v10-06-1-1.5-disc,HELIX COMP V10-06-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-1~ 208-230V",FALSE,Voltage,1~ 208-230V,,,,,2703047,0,,,continue,manual,7315.38,17670.0,FALSE,TRUE,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,1,HELIX COMP V10-06-1/1.5/DISC,,Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 1~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7315.38 USD
Buy HELIX COMP V10-06-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,lb,,6361.2,,,draft
helix-comp-v10-06-1-1.5-disc,HELIX COMP V10-06-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 208-230V",FALSE,Voltage,3~ 208-230V,,,,,2702868,0,,,continue,manual,7182.9,17350.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 3~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7182.9 USD
Buy HELIX COMP V10-06-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6246.0,,,draft
helix-comp-v10-06-1-1.5-disc,HELIX COMP V10-06-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 460V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 460V",FALSE,Voltage,3~ 460V,,,,,2702928,0,,,continue,manual,6928.29,16735.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 3~ 460V,"Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 460V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 6928.29 USD
Buy HELIX COMP V10-06-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6024.6,,,draft
helix-comp-v10-06-1-1.5-disc,HELIX COMP V10-06-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 575V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 575V",FALSE,Voltage,3~ 575V,,,,,2702987,0,,,continue,manual,7480.98,18070.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 3~ 575V,"Helix Complete with Disconnect HELIX COMP V10-06-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-06-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 575V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7480.98 USD
Buy HELIX COMP V10-06-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6505.2,,,draft
helix-comp-v10-07-1-1.5-disc,HELIX COMP V10-07-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-07-1/1.5/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-1~ 208-230V",FALSE,Voltage,1~ 208-230V,,,,,2703048,0,,,continue,manual,7352.64,17760.0,FALSE,TRUE,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,1,HELIX COMP V10-07-1/1.5/DISC,,Helix Complete with Disconnect HELIX COMP V10-07-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 1~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-07-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-07-1/1.5/DISC<br><strong>Voltage: </strong> 1~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7352.64 USD
Buy HELIX COMP V10-07-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Helix_complete.png?v=1753451319,lb,,6393.6,,,draft
helix-comp-v10-07-1-1.5-disc,HELIX COMP V10-07-1/1.5/DISC,"<p><strong>Model: </strong> HELIX COMP V10-07-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p>",Wilo,Simplex Pressure Booster System with Disconnect,"Wilo, Helix Complete with Disconnect-3~ 208-230V",FALSE,Voltage,3~ 208-230V,,,,,2702869,0,,,continue,manual,7205.67,17405.0,FALSE,TRUE,,,,,,,Helix Complete with Disconnect HELIX COMP V10-07-1/1.5/DISC - Wilo Helix Complete with Disconnect Series 3~ 208-230V,"Helix Complete with Disconnect HELIX COMP V10-07-1/1.5/DISC <p><strong>Model: </strong> HELIX COMP V10-07-1/1.5/DISC<br><strong>Voltage: </strong> 3~ 208-230V<br><strong>Power: </strong> 1.5 HP<br><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 7205.67 USD
Buy HELIX COMP V10-07-1/1.5/DISC online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,6265.8,,,draft
