Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Product Category,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
sterlco--4100-series-boiler-feed-units-41215-gf-suplex,Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex)<br></p><p><strong>Part Number: 41215-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 360 lb</li><li>Boiler HP: 100</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 20 GPM</li><li>Motor HP: 1/2</li><li>Recirculation Capacity: 95 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,Voltage,1/60/115-230,,,,,41215-GF,163293.12,,,continue,manual,3498.6,4998.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,1,Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex) ,,Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex)<br></p><p><strong>Part Number: 41215-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 360 lb</li><li>Boiler HP: 100</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 20 GPM</li><li>Motor HP: 1/2</li><li>Recirculation Capacity: 95 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,lb,,2499.0,,,draft
sterlco--4100-series-boiler-feed-units-41215-gf-suplex,Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex)<br></p><p><strong>Part Number: 41215-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 3/60/230-460</li><li>Shipping Weight: 360 lb</li><li>Boiler HP: 100</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 20 GPM</li><li>Motor HP: 1/2</li><li>Recirculation Capacity: 95 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,Voltage,3/60/230-460,,,,,41215-GF,163293.12,,,continue,manual,3498.6,4998.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,,,,,Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41215-GF (Suplex)<br></p><p><strong>Part Number: 41215-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 3/60/230-460</li><li>Shipping Weight: 360 lb</li><li>Boiler HP: 100</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 20 GPM</li><li>Motor HP: 1/2</li><li>Recirculation Capacity: 95 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,,lb,,2499.0,,,draft
sterlco--4100-series-boiler-feed-units-41220-gf-suplex,Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex)<br></p><p><strong>Part Number: 41220-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 415 lb</li><li>Boiler HP: 150</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 30 GPM</li><li>Motor HP: 3/4</li><li>Recirculation Capacity: 120 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,Voltage,1/60/115-230,,,,,41220-GF,188240.68,,,continue,manual,4443.6,6348.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,1,Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex) ,,Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex)<br></p><p><strong>Part Number: 41220-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 415 lb</li><li>Boiler HP: 150</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 30 GPM</li><li>Motor HP: 3/4</li><li>Recirculation Capacity: 120 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,lb,,3174.0,,,draft
sterlco--4100-series-boiler-feed-units-41220-gf-suplex,Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex)<br></p><p><strong>Part Number: 41220-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 3/60/230-460</li><li>Shipping Weight: 415 lb</li><li>Boiler HP: 150</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 30 GPM</li><li>Motor HP: 3/4</li><li>Recirculation Capacity: 120 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,Voltage,3/60/230-460,,,,,41220-GF,188240.68,,,continue,manual,4443.6,6348.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,,,,,Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-41220-GF (Suplex)<br></p><p><strong>Part Number: 41220-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 3/60/230-460</li><li>Shipping Weight: 415 lb</li><li>Boiler HP: 150</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 30 GPM</li><li>Motor HP: 3/4</li><li>Recirculation Capacity: 120 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,,lb,,3174.0,,,draft
sterlco--4100-series-boiler-feed-units-4124-gf-suplex,Sterlco  4100 Series Boiler Feed Units-4124-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4124-GF (Suplex)<br></p><p><strong>Part Number: 4124-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 200 lb</li><li>Boiler HP: 30</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 6 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 30 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,,,,,,,4124-GF,90718.4,,,continue,manual,1890.0,2700.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,1,Sterlco  4100 Series Boiler Feed Units-4124-GF (Suplex) ,,Sterlco  4100 Series Boiler Feed Units-4124-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4124-GF (Suplex)<br></p><p><strong>Part Number: 4124-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 200 lb</li><li>Boiler HP: 30</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 6 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 30 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,lb,,1350.0,,,draft
sterlco--4100-series-boiler-feed-units-4126-gf-suplex,Sterlco  4100 Series Boiler Feed Units-4126-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4126-GF (Suplex)<br></p><p><strong>Part Number: 4126-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 240 lb</li><li>Boiler HP: 45</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 9 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 45 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,,,,,,,4126-GF,108862.08,,,continue,manual,2412.9,3447.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,1,Sterlco  4100 Series Boiler Feed Units-4126-GF (Suplex) ,,Sterlco  4100 Series Boiler Feed Units-4126-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4126-GF (Suplex)<br></p><p><strong>Part Number: 4126-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 240 lb</li><li>Boiler HP: 45</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 9 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 45 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,lb,,1723.5,,,draft
sterlco--4100-series-boiler-feed-units-4128-gf-suplex,Sterlco  4100 Series Boiler Feed Units-4128-GF (Suplex) ,"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4128-GF (Suplex)<br></p><p><strong>Part Number: 4128-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 275 lb</li><li>Boiler HP: 60</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 12 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 60 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",Sterlco,Sterlco - Boiler Feed Units,"Sterlco, Sterlco 4100 Series Boiler Feed Units",FALSE,,,,,,,4128-GF,124737.8,,,continue,manual,2914.8,4164.0,FALSE,TRUE,,Home & Garden > Household Appliance Accessories > Furnace & Boiler Accessories,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,1,Sterlco  4100 Series Boiler Feed Units-4128-GF (Suplex) ,,Sterlco  4100 Series Boiler Feed Units-4128-GF (Suplex),"<p><strong>Model: </strong> Sterlco  4100 Series Boiler Feed Units-4128-GF (Suplex)<br></p><p><strong>Part Number: 4128-GF</strong></p><p>Sterlco® atmospherically vented boiler feed tanks are designed to supply water to the boilers to maintain water supply at various operating loads. The 4100 Series steel unit is designed for many applications. Tank sizes range from 8-714 gallons.</p><ul><li>Voltage: 1/60/115-230</li><li>Shipping Weight: 275 lb</li><li>Boiler HP: 60</li><li>Discharge Pressure: 20 PSI</li><li>Pump Capacity: 12 GPM</li><li>Motor HP: 1/3</li><li>Recirculation Capacity: 60 Gal</li><li>Cast iron tank and pump bracket, heavy-duty cast iron pump housing and bracket, along with a brass impeller to assure long operating life.</li><li>Sterl-Seal” ceramic pump seal (250°F)</li></ul><p><strong>Applications:</strong> Boiler Feed Units, commercial HVAC, boiler rooms</p><p><a href=""https://www.sterlcosteam.com/product_category/products/"" target=""_blank"">Manufacturer Reference</a> | <a href=""https://www.sterlcosteam.com/wp-content/uploads/2019/01/TS-Sterlco-4100-Series-Boiler-Feed-Pumps-Rev11.14.2019.pdf</a></p><p><strong>Voltage Selection Guide:</strong></p><ul><li><strong>1/60/115-208-230</strong> - Single-phase motor for light commercial applications. Compatible with standard building electrical service.</li><li><strong>3/60/208-230-460</strong> - Three-phase motor for larger systems or industrial settings. Requires three-phase power supply.</li></ul><p>Not sure what to choose? Contact our support team for guidance on voltage selection based on your facility.</p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p>",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/4100_Boiler_feeder.png?v=1754574144,lb,,2082.0,,,draft
